title,dataPath,imgPath,caption,first_caption,chartType,release date,Region,survey time period,xAxis,yAxis,URL,columns,length,File_No
"
                        Leading female Italian athletes in the high jump as of December 2020, by IAAF score
                    ",out/two_col/data/22990.csv,out/two_col/imgs/22990.png," As of December 2020, Alessia Trost was the Italian female athlete who scored the highest number of ranking points in the category of the high jump. According to the ranking of the International Association of Athletics Federations (IAAF), she obtained a total score of 1,216 points. Furthermore, Elena Vallortigara ranked second with a score of 1,159 points as of December 2020. "," As of December 2020, Alessia Trost was the Italian female athlete who scored the highest number of ranking points in the category of the high jump. According to the ranking of the International Association of Athletics Federations (IAAF), she obtained a total score of 1,216 points. Furthermore, Elena Vallortigara ranked second with a score of 1,159 points as of December 2020. ",bar,Dec-20,Italy,29-Dec-20,Unnamed: 0,IAAF score,https://www.statista.com/statistics/1046775/leading-female-italian-athletes-in-the-high-jump/,,,two_col-22990.txt
"
                        Export value of textiles and textile articles from Vietnam to the European Union from 2016 to 2019 
                    
                            (in billion euros)
                        ",out/two_col/data/20840.csv,out/two_col/imgs/20840.png," In 2019, the export value of textiles and textile articles from Vietnam to the European Union amounted to 3.53 billion euros. In the same year, total exports from Vietnam to the European Union reached around 34.44 billion euros. "," In 2019, the export value of textiles and textile articles from Vietnam to the European Union amounted to 3.53 billion euros. In the same year, total exports from Vietnam to the European Union reached around 34.44 billion euros. ",column,May-20,"Vietnam, EU",2016 to 2019,Unnamed: 0,Value in billion euros,https://www.statista.com/statistics/1087057/vietnam-export-value-of-textiles-and-textile-articles-to-the-european-union/,,,two_col-20840.txt
"
                        Twitter's net income from 1st quarter 2012 to 3rd quarter 2020 
                    
                            (in million U.S. dollars)
                        ",out/two_col/data/3043.csv,out/two_col/imgs/3043.png," In the last reported quarter, social network Twitter generated a total net income of 28.66 million U.S. dollars. Earlier in the same year, the decline in revenue was due to an advertising slump caused by the outbreak of the global coronavirus pandemic, which led the company to recognize a deferred tax asset valuation allowance of 1.1 billion U.S. and a non-cash income tax expense based primarily on cumulative taxable losses driven primarily by COVID-19. "," In the last reported quarter, social network Twitter generated a total net income of 28.66 million U.S. dollars. Earlier in the same year, the decline in revenue was due to an advertising slump caused by the outbreak of the global coronavirus pandemic, which led the company to recognize a deferred tax asset valuation allowance of 1.1 billion U.S. and a non-cash income tax expense based primarily on cumulative taxable losses driven primarily by COVID-19. ",line,Oct-20,Worldwide,Q1 2011 to Q3 2020,Unnamed: 0,Net income/loss in million U.S. dollars,https://www.statista.com/statistics/299119/twitter-net-income-quarterly/,,,two_col-3043.txt
"
                        EDF Group's revenue in FY 2019, by region 
                    
                            (in billion euros)
                        ",out/two_col/data/9758.csv,out/two_col/imgs/9758.png," This statistic represents EDF Group's sales in the fiscal year of 2019, by region. In the fiscal year of 2019, the French electricity provider reported sales of around 7.57 billion euros in Italy. The abbreviation EDF stands for Électricité de France. "," This statistic represents EDF Group's sales in the fiscal year of 2019, by region. In the fiscal year of 2019, the French electricity provider reported sales of around 7.57 billion euros in Italy. The abbreviation EDF stands for Électricité de France. ",column,Feb-20,Worldwide,FY 2019,Unnamed: 0,Revenue in billion euros,https://www.statista.com/statistics/269907/revenue-of-edf-by-segment/,,,two_col-9758.txt
"
                        Hotel countermeasures due to the coronavirus (COVID-19) epidemic in Poland in 2020
                    ",out/two_col/data/19240.csv,out/two_col/imgs/19240.png," Due to the outbreak of coronavirus in Poland in March 2020, hotels must fight for survival. More than 80 percent of hotels plan to obtain funding to support their employees. At the same time, more than half of them have applied for tax deferrals. Over 70 percent of hotels issued vouchers to avoid reimbursement of advance payments. Nevertheless, as much as nearly 80 percent of hotels had to be closed down during the epidemic. Eighty-six percent had to cancel their bookings and return the advance payment, as well as send staff members on overdue and current holidays. For further information about the coronavirus (COVID-19) pandemic, please visit our dedicated Facts and Figures page. "," Due to the outbreak of coronavirus in Poland in March 2020, hotels must fight for survival. More than 80 percent of hotels plan to obtain funding to support their employees. At the same time, more than half of them have applied for tax deferrals. Over 70 percent of hotels issued vouchers to avoid reimbursement of advance payments. Nevertheless, as much as nearly 80 percent of hotels had to be closed down during the epidemic. Eighty-six percent had to cancel their bookings and return the advance payment, as well as send staff members on overdue and current holidays.  For further information about the coronavirus (COVID-19) pandemic, please visit our dedicated Facts and Figures page. ",bar,Apr-20,Poland,2020,Unnamed: 0,Share of respondents,https://www.statista.com/statistics/1113519/poland-hotel-activities-due-to-the-covid-19-pandemic/,,,two_col-19240.txt
"
                        The Italian national parks as of 2018, by area 
                    
                            (in hectares)
                        ",out/two_col/data/23170.csv,out/two_col/imgs/23170.png," This statistic shows the Italian national parks as of 2018, by area. The Parco Nazionale del Cilento, Vallo di Diano e Alburni in the Province of Salerno (Campania) is the largest Italian national park covering over 178 hectares. "," This statistic shows the Italian national parks as of 2018, by area. The Parco Nazionale del Cilento, Vallo di Diano e Alburni in the Province of Salerno (Campania) is the largest Italian national park covering over 178 hectares. ",bar,Aug-18,Italy,2018,Unnamed: 0,Area in hectares,https://www.statista.com/statistics/592105/italian-national-parks-by-area/,,,two_col-23170.txt
"
                        Do you vote in a general election?
                    ",out/multi_col/data/4997.csv,out/multi_col/imgs/4997.png," This statistic shows a survey on voting in general elections in Sweden in 2016, by age. When asked during the survey period, 9 percent of the respondents aged 20 to 29 years stated that they are not voting in general elections. "," This statistic shows a survey on voting in general elections in Sweden in 2016, by age. When asked during the survey period, 9 percent of the respondents aged 20 to 29 years stated that they are not voting in general elections. ",column,16-Aug,Sweden,"May 10, 2016 to June 23, 2016",,,https://www.statista.com/statistics/660702/survey-on-voting-in-general-elections-in-sweden-by-age/,"['Unnamed: 0', 'Yes', 'No', ""Don't know about votings""]",229.0,multi_col-4997.txt
"
                        Expected financial impact* of the coronavirus (COVID-19) on selected technology companies 2020
                    ",out/two_col/data/5760.csv,out/two_col/imgs/5760.png," This statistic covers companies that have announced the impact they expect the coronavirus (COVID-19) to have on key financial performance indicators, and will be updated as more information becomes available. Many large technology companies have not provided detailed guidance on the expected impact. Microsoft, for example, declared in their FY20 Q3 earnings presentation that COVID-19 had minimal impact on its earnings to the end of March 2020, and that ""the effects of COVID-19 may not be fully reflected in the financial results until future periods."" Technology companies that have provided guidance have stated they expect a reduction of anywhere from 30 and 80 million U.S dollars, while Apple's FY20 Q2 earnings were 4.7 billion U.S. dollars lower than the lower end of the guidance provided on January 28 2020. Logitech adjusted their profit outlook as a result of the coronavirus (COVID-19), to $365 million to $375 million in non-GAAP operating income, versus its previous guidance of $375 million to $385 million. For further information about the coronavirus (COVID-19) pandemic, please visit our dedicated Fact and Figures page. "," This statistic covers companies that have announced the impact they expect the coronavirus (COVID-19) to have on key financial performance indicators, and will be updated as more information becomes available. Many large technology companies have not provided detailed guidance on the expected impact. Microsoft, for example, declared in their FY20 Q3 earnings presentation that COVID-19 had minimal impact on its earnings to the end of March 2020, and that ""the effects of COVID-19 may not be fully reflected in the financial results until future periods."" Technology companies that have provided guidance have stated they expect a reduction of anywhere from 30 and 80 million U.S dollars, while Apple's FY20 Q2 earnings were 4.7 billion U.S. dollars lower than the lower end of the guidance provided on January 28 2020. Logitech adjusted their profit outlook as a result of the coronavirus (COVID-19), to $365 million to $375 million in non-GAAP operating income, versus its previous guidance of $375 million to $385 million. For further information about the coronavirus (COVID-19) pandemic, please visit our dedicated Fact and Figures page. ",column,Apr-20,Worldwide,2020,Unnamed: 0,Downward revision in million U.S. dollars,https://www.statista.com/statistics/1106359/financial-impact-coronavirus-covid19-tech-companies/,,,two_col-5760.txt
"
                        Number of cyber security incident reports by federal agencies in the United States from FY 2006 to 2018
                    ",out/two_col/data/8024.csv,out/two_col/imgs/8024.png," This statistic presents the number of cyber security incident reports by federal agencies in the United States from the fiscal year 2006 to 2018. During the most recently published year, U.S. government agencies reported 31,107 cyber incidents, an approximately 11.8 percent decrease from the previous year. "," This statistic presents the number of cyber security incident reports by federal agencies in the United States from the fiscal year 2006 to 2018. During the most recently published year, U.S. government agencies reported 31,107 cyber incidents, an approximately 11.8 percent decrease from the previous year. ",column,Jul-19,United States,Fiscal year 2006 to 2018,Unnamed: 0,Annual number of reported incidents,https://www.statista.com/statistics/677015/number-cyber-incident-reported-usa-gov/,,,two_col-8024.txt
"
                        Distribution of pet food and accessories sales value in France in 2014/15, by category
                    ",out/two_col/data/21836.csv,out/two_col/imgs/21836.png," This statistic shows the value share of pet supply sales in France by category, for the 12 month period ending June 20, 2016. Cat food held the largest share of the market, representing 47.9 percent of total pet food and accessories sales value in France. "," This statistic shows the value share of pet supply sales in France by category, for the 12 month period ending June 20, 2016. Cat food held the largest share of the market, representing 47.9 percent of total pet food and accessories sales value in France. ",column,Apr-17,France,"12 month period ending June 20, 2016",Unnamed: 0,Share of sales value,https://www.statista.com/statistics/329538/sales-share-pet-food-accessories-by-category-france/,,,two_col-21836.txt
"
                        Pakistan: Budget balance between 2015 to 2025 in relation to GDP
                    ",out/two_col/data/17843.csv,out/two_col/imgs/17843.png," The statistic shows Pakistan's budget balance in relation to GDP between 2015 and 2020, with projections up until 2025. A positive value indicates a budget surplus, a negative value indicates a deficit. In 2020, Pakistan's budget deficit amounted to around 8.01 percent of GDP. "," The statistic shows Pakistan's budget balance in relation to GDP between 2015 and 2020, with projections up until 2025. A positive value indicates a budget surplus, a negative value indicates a deficit. In 2020, Pakistan's budget deficit amounted to around 8.01 percent of GDP. ",column,Oct-20,Pakistan,2015 to 2020,Unnamed: 0,Budget balance in relation to GDP,https://www.statista.com/statistics/383856/pakistan-budget-balance-in-relation-to-gdp/,,,two_col-17843.txt
"
                        Nigeria: Population growth from 2009 to 2019 
                    
                            (compared to previous year)
                        ",out/two_col/data/10662.csv,out/two_col/imgs/10662.png," This statistic shows the population growth in Nigeria from 2009 to 2019. In 2019, Nigeria's population increased by approximately 2.56 percent compared to the previous year. "," This statistic shows the population growth in Nigeria from 2009 to 2019. In 2019, Nigeria's population increased by approximately 2.56 percent compared to the previous year. ",column,Oct-20,Nigeria,2009 to 2019,Unnamed: 0,Population growth compared to previous year,https://www.statista.com/statistics/382235/population-growth-in-nigeria/,,,two_col-10662.txt
"
                        Household debt to GDP ratio in the United States from 1st quarter 2011 to 2nd quarter 2020
                    ",out/two_col/data/1574.csv,out/two_col/imgs/1574.png," In the second quarter of 2020, the household debt to GDP ratio in the United States amounted to approximately 84.57 percent. Debt to GDP ratio - additional information The household debt to GDP ratio decreased in the recent years from 81.9 percent in the first quarter of 2014 to 76 percent in the third quarter of 2019. This tendency could be explained either by steady growth of gross domestic product in the United States or reduction of household debt. Mortgages, which are the most significant component of the household debt, decreased from 9.72 trillion U.S. dollars in the fourth quarter of 2012 to 9.44 trillion U.S. dollars in the third quarter of 2016 in the United States but have rebounded to 10.5 trillion as of the third quarter of 2019. Public debt in the United States, which is the amount of money borrowed by the government to finance budget deficits, increased from year to year and reached approximately 15.75 trillion U.S. dollars in 2018. According to the forecast, public debt in the United States will amount to approximately 24.6 trillion U.S. dollars in 2026. The major holders of American government debt, as of December 2018, were Federal Reserve and government accounts and foreign and international holders. National debt in the United States constituted 106.23 percent of GDP in 2017. The ratio of national debt to GDP varies significantly on a global scale. The countries with the highest ratios of national debt to GDP in 2018 were, among others, Japan, Greece and Barbados. The lowest debt to GDP ratios were observed in Macao SAR, Hong Kong SAR and Brunei Darussalam in the same year. "," In the second quarter of 2020, the household debt to GDP ratio in the United States amounted to approximately 84.57 percent. ",line,Nov-20,United States,Q1 2011 to Q2 2020,Unnamed: 0,Household debt to GDP ratio,https://www.statista.com/statistics/248283/household-debt-ratio-to-gdp-in-the-united-states/,,,two_col-1574.txt
"
                        Colombia: Fertility rate from 2008 to 2018
                    ",out/two_col/data/11114.csv,out/two_col/imgs/11114.png," This statistic shows the fertility rate in Colombia from 2008 to 2018. The fertility rate is the average number of children born by one woman while being of child-bearing age. In 2018, the fertility rate in Colombia amounted to 1.81 children per woman. "," This statistic shows the fertility rate in Colombia from 2008 to 2018. The fertility rate is the average number of children born by one woman while being of child-bearing age. In 2018, the fertility rate in Colombia amounted to 1.81 children per woman. ",column,Oct-20,Colombia,2008 to 2018,Unnamed: 0,Number of children born per woman,https://www.statista.com/statistics/368932/fertility-rate-in-colombia/,,,two_col-11114.txt
"
                        U.S. TV coverage of the Olympic Games 2012 in London (in hours)*
                    ",out/two_col/data/20776.csv,out/two_col/imgs/20776.png, The statistic breaks down the 2012 Olympic Games TV coverage of the NBC Network in the U.S. The NBC Sports Network will broadcast about 293 hours of Olympic Games coverage during the Olympics in London 2012. , The statistic breaks down the 2012 Olympic Games TV coverage of the NBC Network in the U.S. The NBC Sports Network will broadcast about 293 hours of Olympic Games coverage during the Olympics in London 2012. ,bar,May-12,United States,2012,Unnamed: 0,Total coverage (in hours),https://www.statista.com/statistics/236707/olympic-games-2012-tv-coverage-by-nbc-in-the-us/,,,two_col-20776.txt
"
                        Which are the most important delivery options for you when making a purchase online?
                    ",out/two_col/data/21821.csv,out/two_col/imgs/21821.png," This statistics presents delivery options respondents deemed most important when shopping online in the United Kingdom (UK) in 2013. Of respondents, 40 percent stated that the option to purchase online, but collect in-store was important. "," This statistics presents delivery options respondents deemed most important when shopping online in the United Kingdom (UK) in 2013. Of respondents, 40 percent stated that the option to purchase online, but collect in-store was important. ",bar,Jan-14,United Kingdom,July and August 2013,Unnamed: 0,Share of respondents,https://www.statista.com/statistics/293721/most-important-delivery-options-while-online-shopping-in-the-united-kingdom/,,,two_col-21821.txt
"
                        Share of households with broadband internet access in Germany from 2003 to 2019
                    ",out/two_col/data/18241.csv,out/two_col/imgs/18241.png," This statistic shows the development of the share of households in Germany connected to the internet via broadband connection from 2003 to 2019. While in 2003, nine percent of households had access to the internet via broadband, the share increased to 94 percent in 2019. "," This statistic shows the development of the share of households in Germany connected to the internet via broadband connection from 2003 to 2019. While in 2003, nine percent of households had access to the internet via broadband, the share increased to 94 percent in 2019. ",column,Jan-20,Germany,2003 to 2019,Unnamed: 0,Share of households,https://www.statista.com/statistics/460163/broadband-internet-household-penetration-germany/,,,two_col-18241.txt
"
                        Belgium: Inflation rate from 1985 to 2025 
                    
                            (compared to the previous year)
                        ",out/two_col/data/3077.csv,out/two_col/imgs/3077.png," This statistic shows the average inflation rate in Belgium from 1985 to 2019, with projections up until 2025. In 2019, the average inflation rate in Belgium had amounted to about 1.25 percent compared to the previous year. "," This statistic shows the average inflation rate in Belgium from 1985 to 2019, with projections up until 2025. In 2019, the average inflation rate in Belgium had amounted to about 1.25 percent compared to the previous year. ",line,Oct-20,Belgium,1985 to 2019,Unnamed: 0,Inflation rate compared to previous year,https://www.statista.com/statistics/328830/inflation-rate-in-belgium/,,,two_col-3077.txt
"
                        Distribution of households in South Africa in 2018, by household size
                    ",out/two_col/data/22369.csv,out/two_col/imgs/22369.png," As of 2018, 25.7 percent of South African households were classified as single person households, being most prevalent in the North West province (at 32.6 percent). Households inhabiting six or more people amounted to 13.6 percent of South Africa's total population, being more common among rural areas (at 20.6 percent). "," As of 2018, 25.7 percent of South African households were classified as single person households, being most prevalent in the North West province (at 32.6 percent). Households inhabiting six or more people amounted to 13.6 percent of South Africa's total population, being more common among rural areas (at 20.6 percent). ",bar,May-19,South Africa,2018,Unnamed: 0,Share of households,https://www.statista.com/statistics/1114299/distribution-of-households-in-south-africa-by-household-size/,,,two_col-22369.txt
"
                        Number of aircraft arrivals at Changi Airport in Singapore from 2010 to 2019
                    ",out/two_col/data/19447.csv,out/two_col/imgs/19447.png, Around 191 thousand aircraft landed in Singaporean Changi Airport in 2019. The airport is one of the largest transportation hubs in Asia and one of the busiest in terms of passenger traffic. , Around 191 thousand aircraft landed in Singaporean Changi Airport in 2019. The airport is one of the largest transportation hubs in Asia and one of the busiest in terms of passenger traffic. ,column,Jan-20,Singapore,2010 to 2019,Unnamed: 0,Number of aircraft arrivals,https://www.statista.com/statistics/1045375/singapore-aircraft-arrivals-changi-airport/,,,two_col-19447.txt
"
                        Household electricity consumption of Singapore from 2009 to 2018 
                    
                            (in gigawatt hours)
                        ",out/two_col/data/7208.csv,out/two_col/imgs/7208.png," In 2018, household electricity in Singapore amounted to approximately 7221.4 gigawatt hours. Singapore households made up a small share of the total electricity consumption in that year, which amounted to around 50,449 gigawatt hours. "," In 2018, household electricity in Singapore amounted to approximately 7221.4 gigawatt hours. Singapore households made up a small share of the total electricity consumption in that year, which amounted to around 50,449 gigawatt hours. ",column,Aug-19,Singapore,2009 to 2018,Unnamed: 0,Electricty consumption in gigawatt hours,https://www.statista.com/statistics/627589/electricity-consumption-in-households-in-singapore/,,,two_col-7208.txt
"
                        Homicide rate in Dominica between 2007 and 2017 
                    
                            (in number of homicides per 100,000 inhabitants)
                        ",out/two_col/data/11217.csv,out/two_col/imgs/11217.png," In 2017, it was estimated that almost 26 people were murdered for every 100,000 inhabitants in Dominica. The homicide rate registered in this Caribbean island has increased nearly 18 percent when compared to the previous year, when it stood at 21.8 victims per 100,000 population. In Dominica, the murder rate has been escalating in recent years. The lowest rates in the indicated time period stood below ten murders per 100,000 inhabitants, registered in 2007 and 2008. "," In 2017, it was estimated that almost 26 people were murdered for every 100,000 inhabitants in Dominica. The homicide rate registered in this Caribbean island has increased nearly 18 percent when compared to the previous year, when it stood at 21.8 victims per 100,000 population. In Dominica, the murder rate has been escalating in recent years. The lowest rates in the indicated time period stood below ten murders per 100,000 inhabitants, registered in 2007 and 2008. ",column,Aug-19,Dominica,2007 to 2017,Unnamed: 0,"Homicides per 100,000 inhabitants",https://www.statista.com/statistics/1040948/homicide-rate-dominica/,,,two_col-11217.txt
"
                        Uganda: Population growth from 2009 to 2019 
                    
                            (compared to previous year)
                        ",out/two_col/data/22326.csv,out/two_col/imgs/22326.png," This statistic shows the population growth in Uganda from 2009 to 2019. In 2019, Uganda's population increased by approximately 3.56 percent compared to the previous year. "," This statistic shows the population growth in Uganda from 2009 to 2019. In 2019, Uganda's population increased by approximately 3.56 percent compared to the previous year. ",column,Oct-20,Uganda,2009 to 2019,Unnamed: 0,Population growth compared to previous year,https://www.statista.com/statistics/447670/population-growth-in-uganda/,,,two_col-22326.txt
"
                        Celanese's revenue from 2007 to 2019 
                    
                            (in million U.S. dollars)
                        ",out/two_col/data/6218.csv,out/two_col/imgs/6218.png," This statistic shows Celanese's revenue between 2007 and 2019. Celanese Corporation is a U.S.-based technology and specialty materials company. In 2019, the corporation made some 6.3 billion U.S. dollars of revenue. "," This statistic shows Celanese's revenue between 2007 and 2019. Celanese Corporation is a U.S.-based technology and specialty materials company. In 2019, the corporation made some 6.3 billion U.S. dollars of revenue. ",column,Feb-20,Worldwide,2007 to 2019,Unnamed: 0,Revenue in million U.S. dollars,https://www.statista.com/statistics/219094/net-sales-of-celanese/,,,two_col-6218.txt
"
                        Distribution of mephedrone-related deaths reported to NPSAD in England in 2012, by age group*
                    ",out/two_col/data/19001.csv,out/two_col/imgs/19001.png," This statistic shows the amount of mephedrone-related deaths reported to NPSAD in England in 2012, by age group. Statistically, people aged between 25 and 34 years were the most likely to have had a mephedrone-related death. Mephedrone is known as a 'legal high' and also referred to in slang as 'Meow Meow', 'drone' and 'MCAT'. It is important to note that these deaths may also have involved other implicated psychoactive substances that are not detailed here. "," This statistic shows the amount of mephedrone-related deaths reported to NPSAD in England in 2012, by age group. Statistically, people aged between 25 and 34 years were the most likely to have had a mephedrone-related death. Mephedrone is known as a 'legal high' and also referred to in slang as 'Meow Meow', 'drone' and 'MCAT'. It is important to note that these deaths may also have involved other implicated psychoactive substances that are not detailed here. ",column,Feb-14,United Kingdom (England),2012,Unnamed: 0,Percentage of deaths mephedrone-related deaths reported,https://www.statista.com/statistics/288062/mephedrone-related-deaths-in-england-by-age-group/,,,two_col-19001.txt
"
                        Most Latin Grammy Award-winning individuals of all time as of 20`9
                    ",out/two_col/data/4657.csv,out/two_col/imgs/4657.png," As of 2019, Puerto Rican rapper Rene Perez Joglar, often known as 'Residente' and Eduardo Cabra or 'Visitante', both from the band Calle 13, had won the most Grammy Awards of all time with a total of 24 each. "," As of 2019, Puerto Rican rapper Rene Perez Joglar, often known as 'Residente' and Eduardo Cabra or 'Visitante', both from the band Calle 13, had won the most Grammy Awards of all time with a total of 24 each. ",bar,2020,LAC,as of 2020,Unnamed: 0,Number of Latin Grammy Awards received,https://www.statista.com/statistics/260341/most-latin-grammy-winning-individuals/,,,two_col-4657.txt
"
                        Asset structure of leading European banks in 2013, by asset class
                    ",out/two_col/data/24375.csv,out/two_col/imgs/24375.png," This statistic presents the structure and distribution of all European banks assets as of 2013, by asset class. At that time, approximately 51.6 percent of total assets were bank loans to customers. "," This statistic presents the structure and distribution of all European banks assets as of 2013, by asset class. At that time, approximately 51.6 percent of total assets were bank loans to customers. ",column,Jul-14,Europe,2013,Unnamed: 0,Share of total assets,https://www.statista.com/statistics/383585/european-banks-asset-structure/,,,two_col-24375.txt
"
                        Number of regular and temporary employees of Monsanto worldwide as of August 2013 to 2017
                    ",out/multi_col/data/618.csv,out/multi_col/imgs/618.png," This statistic depicts the number of regular and temporary employees working for Monsanto as of August 2013 to August 2017. The agrochemical company employed 2,800 temporary workers worldwide as of August 2017. Monsanto was an agricultural company specialized on genetically engineered seeds. The company was headquartered in St Louis, Missouri. In September 2016, Bayer finalized a deal to take Monsanto over, which was completed on June 7, 2018. "," This statistic depicts the number of regular and temporary employees working for Monsanto as of August 2013 to August 2017. The agrochemical company employed 2,800 temporary workers worldwide as of August 2017. Monsanto was an agricultural company specialized on genetically engineered seeds. The company was headquartered in St Louis, Missouri. In September 2016, Bayer finalized a deal to take Monsanto over, which was completed on June 7, 2018. ",column,17-Oct,Worldwide,August 2013 to August 2017,,,https://www.statista.com/statistics/304517/monsanto-s-number-of-regular-and-temporary-workers-worldwide/,"['Unnamed: 0', '2013', '2014', '2015', '2016', '2017']",449.0,multi_col-618.txt
"
                        Share of YouTube users in the United Kingdom (UK) in January 2018, by household income
                    ",out/two_col/data/6142.csv,out/two_col/imgs/6142.png," YouTube has shown why it is an advertiser’s dream, with at least three-quarters of every income bracket reporting use of the service. Whether advertising basic items or luxury products, marketers should be able to connect with UK audiences through YouTube. Instant access to millions YouTube’s reach is outstanding. The largest partner in the UK, Broadband TV, reaches an estimated 24.9 million people in the United Kingdom. A large part of the audience is using the service on a regular basis, with 33 percent of respondents to a survey conducted by We Are Flint reporting watching videos on YouTube once a day or more.YouTube on top: greatest penetration rate in UK YouTube is the most active social network among internet users in the United Kingdom (UK), with 80 percent of people reporting use of the service. This puts YouTube marginally ahead of Facebook, who was very close behind, with a rate of 78 percent. "," YouTube has shown why it is an advertiser’s dream, with at least three-quarters of every income bracket reporting use of the service. Whether advertising basic items or luxury products, marketers should be able to connect with UK audiences through YouTube. ",column,Feb-18,United Kingdom,"January 20, 2018 to January 22, 2018",Unnamed: 0,Share of respondents,https://www.statista.com/statistics/611140/youtube-users-in-the-united-kingdom-uk-by-household-income/,,,two_col-6142.txt
"
                        Faucets used the most by construction firms in the United States in 2018
                    ",out/two_col/data/5122.csv,out/two_col/imgs/5122.png," This statistic depicts faucets brands used the most by U.S. construction firms in 2018. The survey revealed that 31 percent of the respondents used Delta brand faucets the most. Residential construction involves the building and selling of both individual and multi-family dwellings. These residential dwellings may include single-units, manufactured housing, such as mobile homes and pre-built houses, duplexes, quadplexes, apartment buildings as well as condominiums. home renovation also forms a major part of residential construction. Residential building improvements in the United States were estimated to have an annual value of over a hundred billion U.S. dollars. "," This statistic depicts faucets brands used the most by U.S. construction firms in 2018. The survey revealed that 31 percent of the respondents used Delta brand faucets the most.  Residential construction involves the building and selling of both individual and multi-family dwellings. These residential dwellings may include single-units, manufactured housing, such as mobile homes and pre-built houses, duplexes, quadplexes, apartment buildings as well as condominiums. home renovation also forms a major part of residential construction. Residential building improvements in the United States were estimated to have an annual value of over a hundred billion U.S. dollars. ",bar,Apr-18,United States,Jan-18,Brand,Share of respondents,https://www.statista.com/statistics/307423/most-used-faucets-brands-in-the-us/,,,two_col-5122.txt
"
                        Cambodia: Share of economic sectors in the gross domestic product (GDP) from 2009 to 2019
                    ",out/multi_col/data/766.csv,out/multi_col/imgs/766.png," This statistic shows the share of economic sectors in the gross domestic product (GDP) in Cambodia from 2009 to 2019. In 2019, the share of agriculture in Cambodia's gross domestic product was 20.71 percent, industry contributed approximately 34.23 percent and the services sector contributed about 38.85 percent. "," This statistic shows the share of economic sectors in the gross domestic product (GDP) in Cambodia from 2009 to 2019. In 2019, the share of agriculture in Cambodia's gross domestic product was 20.71 percent, industry contributed approximately 34.23 percent and the services sector contributed about 38.85 percent. ",column,20-Oct,Asia,2009 to 2019,,,https://www.statista.com/statistics/438728/share-of-economic-sectors-in-the-gdp-in-cambodia/,"['Unnamed: 0', 'Agriculture', 'Industry', 'Services']",315.0,multi_col-766.txt
"
                        Number of deaths of British (UK) tourists abroad from 2009 to 2014
                    ",out/two_col/data/6231.csv,out/two_col/imgs/6231.png," This statistic shows the number of deaths of British (UK) tourists abroad from 2009 to 2014. 5,930 deaths were recorded in 2009/2010, with numbers rising during the following years. Though by 2013/2014 numbers had dropped to 4,110 deaths. However, this also has to do with new recording guidelines. "," This statistic shows the number of deaths of British (UK) tourists abroad from 2009 to 2014. 5,930 deaths were recorded in 2009/2010, with numbers rising during the following years. Though by 2013/2014 numbers had dropped to 4,110 deaths. However, this also has to do with new recording guidelines. ",column,Jul-14,United Kingdom (Great Britain),2009 to 2014,Unnamed: 0,Number of deaths,https://www.statista.com/statistics/323139/number-of-deaths-of-british-uk-tourists-abroad/,,,two_col-6231.txt
"
                        Number of cases of coronavirus (COVID-19) in the United States as of April 27, 2020, by place of contraction
                    ",out/two_col/data/6187.csv,out/two_col/imgs/6187.png,"The coronavirus disease 2019 (COVID-19) has been reported in every U.S. state, with the states of New York, New Jersey, and Michigan reporting the highest number of cases. As of April 27, 2020, there had been 119 cases of COVID-19 connected to a community in New Rochelle, New York. This statistic shows the number of cases of COVID-19 in the United States as of April 27, 2020, by place of contraction. COVID-19 is caused by the coronavirus SARS-CoV-2. ","The coronavirus disease 2019 (COVID-19) has been reported in every U.S. state, with the states of New York, New Jersey, and Michigan reporting the highest number of cases. As of April 27, 2020, there had been 119 cases of COVID-19 connected to a community in New Rochelle, New York. This statistic shows the number of cases of COVID-19 in the United States as of April 27, 2020, by place of contraction. COVID-19 is caused by the coronavirus SARS-CoV-2. ",table,Apr-20,United States,"As of April 27, 2020, 4:00 a.m. ET",Unnamed: 0,Number of cases,https://www.statista.com/statistics/1104186/coronavirus-covid19-cases-us-by-place-of-contraction/,,,two_col-6187.txt
"
                        Unemployment rate in Minnesota from 1992 to 2019
                    ",out/two_col/data/6468.csv,out/two_col/imgs/6468.png," This statistic displays the unemployment rate in Minnesota from 1992 to 2019. In 2019, the unemployment rate in Minnesota was 3.2 percent. This is down from a high of 7.8 percent in 2009. "," This statistic displays the unemployment rate in Minnesota from 1992 to 2019. In 2019, the unemployment rate in Minnesota was 3.2 percent. This is down from a high of 7.8 percent in 2009. ",line,Mar-20,United States,1992 to 2019,Unnamed: 0,Unemployment rate,https://www.statista.com/statistics/189441/unemployment-rate-in-minnesota-since-1992/,,,two_col-6468.txt
"
                        Projected number of jobs in the U.S. medical device industry from 2010 to 2014
                    ",out/two_col/data/21331.csv,out/two_col/imgs/21331.png," This statistic represents the projected number of jobs in the U.S. medical device industry between 2010 and 2014. In 2013, around 89,000 employees are expected to work in the medical device industry. "," This statistic represents the projected number of jobs in the U.S. medical device industry between 2010 and 2014. In 2013, around 89,000 employees are expected to work in the medical device industry. ",column,Jun-12,United States,2010 to 2011,Unnamed: 0,Number of jobs,https://www.statista.com/statistics/248692/projected-number-of-jobs-in-the-us-medical-device-industry/,,,two_col-21331.txt
